"","athlete.sex","type","average_speed","distance","total_elevation_gain","incline","score"
"700","M","Ride",6.528,80390.7,540.9,0.00672839022424236,530199.4896
"701","M","Ride",3.338,22129.3,811,0.036648244634941,81977.6034
"702","F","Ride",5.873,113875,481.9,0.00423183315038419,673606.875
"703","M","Ride",7.15,52333.1,57,0.00108917683072472,374751.665
"704","M","Ride",4.864,11561.8,361.4,0.0312581085990071,59850.5952
"705","M","Ride",6.59,24370.1,95.7,0.00392694326244045,161555.959
"706","M","Ride",7.785,119248,1270.3,0.0106525895612505,941048.68
"707","F","Run",2.552,6836.9,138.1,0.0201992130936536,18828.7688
"708","M","Ride",6.884,24479.6,53,0.00216506805666759,169047.5664
"709","M","Ride",5.269,6417.7,18,0.0028047431322748,33994.8613
"710","M","Ride",8.805,41841.1,0,0,368410.8855
"711","F","Run",2.321,10282.5,149.3,0.014519815220034,25358.6825
"712","F","Ride",9.454,46174.6,146,0.00316191152711664,437994.6684
"713","F","Ride",6.517,65401.7,658.2,0.0100639585821164,432804.8789
"714","M","Ride",7.015,37592.1,178.5,0.00474833808167141,265493.5815
"715","M","Ride",6.7,30242.8,1205.2,0.0398508074649173,214678.76
"716","M","Ride",6.482,28013.8,681.4,0.0243237261635337,188399.4516
"717","F","Ride",6.82,24341.5,54.2,0.00222664995994495,166551.03
"718","F","Run",2.75,6027.6,11.1,0.00184152896675294,16686.9
"719","M","Ride",5.745,37599.9,147.8,0.00393086151824872,217489.4255
"720","M","Ride",5.707,473.7,10,0.0211104074308634,2803.4059
"721","M","Ride",7.41,32700,247,0.00755351681957187,244777
"722","F","Ride",1.507,14445,332,0.0229837313949463,25088.615
