"","athlete.sex","type","average_speed","distance","total_elevation_gain","incline","score"
"3604","F","Run",2.207,5293.4,232.8,0.0439792949710961,14010.5338
"3605","F","Run",3.673,16483.3,31.5,0.00191102509812962,60858.1609
"3606","M","Ride",7.732,132327,1082,0.00817671374700552,1033972.364
"3607","M","Ride",5.094,26447.6,209.7,0.00792888579682088,136821.0744
"3608","M","Ride",5.482,17866.6,210,0.0117537752006537,100044.7012
"3609","M","Run",3.989,8329.4,109.8,0.0131822220087881,34323.9766
"3610","M","Run",3.341,17251.3,389.4,0.0225722119492444,61530.5933
"3611","F","Ride",7.804,18635.4,0,0,145430.6616
"3612","M","Run",3.836,7254.1,0,0,27826.7276
"3613","M","Run",3.041,237.2,0,0,721.3252
"3614","F","Ride",4.421,2100.2,0,0,9284.9842
"3615","M","Ride",5.449,12117.8,115.8,0.009556190067504,67187.8922
"3616","M","Ride",8.694,23491.9,0,0,204238.5786
"3617","F","Ride",6.95,3370.6,53,0.0157242034059218,23955.67
"3618","F","Ride",6.359,18918.5,222.2,0.0117451172133097,122524.7415
"3619","M","Ride",7.848,64138.4,20.1,0.000313384805358412,503559.1632
"3620","M","Run",1.969,7502.1,51,0.00679809653297077,15281.6349
"3621","F","Ride",7.574,55307.2,251.7,0.00455094454248271,421413.7328
"3622","F","Ride",6.759,42716,36.5,0.000854480756625152,289082.444
"3623","F","Run",3.272,5081.4,24.9,0.00490022434762073,16875.3408
"3624","M","Ride",8.03,57814.9,0,0,464253.647
"3625","M","Run",3.264,9278.4,41,0.00441886532160717,30694.6976
"3626","F","Ride",8.122,70086.5,123,0.00175497421043996,570472.553
"3627","M","Ride",2.905,18925.9,249.9,0.0132041276768872,57478.7395
"3628","F","Run",2.631,6502.6,22.2,0.0034140190077815,17330.3406
"3629","M","Run",2.961,19524.7,314.3,0.0160975584772109,60955.6367
"3630","M","Ride",6.891,40347.9,498.9,0.012364955796956,283026.3789
"3631","F","Run",2.385,6671.6,50.8,0.00761436536962648,16419.766
"3632","F","Run",2.529,4473.7,22.7,0.00507409973847151,11540.9873
"3633","M","Ride",3.545,11785.9,336,0.0285086416820099,45141.0155
"3634","M","Ride",7.403,43832.4,721,0.0164490194468019,331701.2572
"3635","M","Ride",8.449,50261.1,323,0.00642644112444813,427886.0339
"3636","M","Ride",3.404,21692.2,40,0.00184398078572021,74240.2488
"3637","M","Ride",4.47,4702.7,53.6,0.011397707699832,21557.069
"3638","F","Ride",3.3,21884.6,460,0.0210193469380295,76819.18
"3639","F","Run",1.765,7139.1,127.7,0.0178874087770167,13877.5115
"3640","M","Ride",7.386,28569.5,138,0.00483032604700817,212394.327
"3641","F","Ride",5.815,53366.8,458,0.00858211472301131,314907.942
"3642","M","Ride",8.218,15253.5,71,0.00465466942013308,126063.263
"3643","M","Run",3.24,20481.8,203.1,0.00991612065345819,68392.032
"3644","F","Run",3.006,1932.8,0,0,5809.9968
"3645","F","Ride",4.565,16383,154,0.00939998779222365,76328.395
"3646","F","Ride",5.615,28812.8,0,0,161783.872
"3647","F","Ride",3.248,24756.4,563.6,0.0227658302499556,86044.7872
"3648","M","Ride",8.189,28160.6,198.1,0.00703465125032847,232588.1534
"3649","M","Ride",6.959,9060.4,0,0,63051.3236
"3650","M","Ride",6.174,142185,293.2,0.00206210219080775,880782.19
"3651","M","Ride",8.077,48905.1,52.8,0.00107964200052755,395534.4927
"3652","M","Ride",3.421,18358.3,164.7,0.00897141892223136,64450.7443
"3653","M","Ride",8.582,44456.8,936.9,0.0210743913192133,390897.2576
"3654","M","Run",3.157,10002,73.6,0.00735852829434113,32312.314
"3655","M","Run",2.47,2652.3,10.4,0.00392112506126758,6655.181
"3656","M","Ride",6.973,14251.9,13.3,0.00093320890547927,99511.4987
"3657","F","Ride",3.074,26757.9,474,0.0177143946273811,86993.7846
"3658","M","Ride",5.184,70480.9,203,0.00288021293712197,367402.9856
"3659","M","Run",3.511,8206.1,74.5,0.00907861225186142,29556.6171
"3660","M","Ride",4.343,5702,81.4,0.0142756927393897,25577.786
"3661","F","Ride",7.831,42060.4,248.2,0.0059010375555154,331856.9924
"3662","F","Run",2.297,7696.6,66.5,0.00864017878024063,18344.0902
"3663","F","Ride",7.472,45481.4,85,0.00186889585632808,340687.0208
"3664","F","Run",2.12,3589.1,33.3,0.00927809200078014,7941.892
"3665","F","Ride",7.833,33493.6,536,0.0160030573004992,267715.3688
"3666","F","Run",3.717,3218.6,43,0.0133598458957311,12393.5362
"3667","F","Run",1.879,2342.8,38,0.0162199078026293,4782.1212
"3668","F","Ride",5.036,17546.9,86.3,0.00491824766767919,89229.1884
"3669","F","Ride",5.658,23080.2,85.8,0.00371747211895911,131445.7716
"3670","M","Ride",7.494,16682.6,54.1,0.00324289978780286,125560.4044
"3671","F","Ride",2.22,3107.4,26.5,0.00852802986419515,7163.428
"3672","F","Run",2.873,13903.7,15.8,0.00113638815567079,40103.3301
"3673","M","Run",2.834,1587.1,12.9,0.00812803226009703,4626.8414
"3674","M","Ride",6.625,76045.8,805,0.010585725970402,511853.425
"3675","M","Ride",5.393,43266,384.9,0.00889613091110803,237182.538
"3676","M","Ride",4.154,31497.2,746.3,0.023694169640476,138302.3688
"3677","F","Ride",6.456,69384.7,784,0.0112993210318701,455787.6232
"3678","M","Ride",4.01,28183.1,277.1,0.00983213344167249,115785.231
"3679","F","Ride",2.668,19230.2,449.7,0.0233850921987291,55803.1736
"3680","M","Ride",6.995,23167.2,22.3,0.000962567768224041,162277.564
"3681","F","Run",2.687,4917,24.2,0.00492170022371365,13453.979
"3682","M","Ride",4.697,6077.3,248,0.0408075954782551,31025.0781
"3683","M","Ride",8.222,13805,52.1,0.00377399492937342,114025.71
"3684","M","Ride",6.516,21784.2,343,0.0157453567264348,145375.8472
"3685","M","Ride",4.082,40632.2,177.4,0.00436599544203858,167634.6404
"3686","M","Run",3.122,4970.1,56.1,0.011287499245488,16077.6522
"3687","F","Ride",5.797,14445.5,217,0.0150219791630612,85910.5635
"3688","M","Ride",5.537,18288.4,43.5,0.00237855689945539,101697.8708
"3689","M","Ride",7.398,87819.9,412.7,0.00469939045706042,653818.6202
"3690","F","Ride",4.778,27366.4,123.8,0.00452379560336763,131994.6592
"3691","M","Ride",7.588,24879.7,45.8,0.0018408582097051,189245.1636
"3692","F","Run",2.021,3267.9,0,0,6604.4259
"3693","M","Run",1.686,6890.9,15.2,0.00220580765937686,11770.0574
"3694","F","Run",2.498,4711.4,11.9,0.00252578851296854,11888.0772
"3695","M","Ride",3.736,5507.2,0,0,20574.8992
"3696","F","Run",2.736,4621.4,13.5,0.00292119271216514,12779.1504
"3697","M","Run",1.901,2376.1,0,0,4516.9661
"3698","M","Ride",4.312,29772.7,65.6,0.00220336079697172,129035.8824
"3699","M","Ride",1.91,1994.4,0,0,3809.304
"3700","F","Run",2.418,4842.4,74.4,0.0153642821741285,12452.9232
"3701","F","Run",2.67,6429.8,12.3,0.00191296774394227,17290.566
"3702","F","Ride",4.545,3649.7,0,0,16587.8865
"3703","M","Ride",7.155,94852.3,482.7,0.00508896463238108,683495.2065
"3704","M","Ride",5.599,9463.1,72,0.0076085003857087,53703.8969
"3705","M","Run",2.967,7655.6,0,0,22714.1652
"3706","F","Ride",10.108,98465.8,1052,0.0106839125869083,1005812.3064
"3707","F","Run",3.697,12884.2,99,0.0076838298070505,48622.8874
"3708","M","Ride",3.122,29832.1,534.2,0.0179068855360501,98477.8162
"3709","F","Run",3.684,2582.5,21.9,0.00848015488867376,9732.93
"3710","F","Run",1.901,4171.6,89.4,0.0214306261386518,8824.2116
"3711","F","Run",1.621,857.6,0,0,1390.1696
"3712","M","Run",1.505,21077.8,1878,0.0890984827638558,50502.089
"3713","M","Ride",6.353,31874.3,220.1,0.00690524968391463,204698.4279
"3714","M","Run",3.378,10429,259.7,0.0249017163678205,37826.162
"3715","M","Run",3.576,11631.5,191.7,0.0164811073378326,43511.244
"3716","M","Ride",7.022,14563.2,127.8,0.00877554383651945,103540.7904
"3717","M","Ride",7.542,50611.3,0,0,381710.4246
"3718","M","Ride",7.737,8858.8,61.4,0.00693096130401409,69154.5356
"3719","F","Run",1.888,8479.4,209.4,0.024695143524306,18103.1072
"3720","F","Ride",9.113,61523,0,0,560659.099
"3721","M","Ride",6.809,75682.4,1506.1,0.0199002674333795,530382.4616
"3722","F","Ride",6.085,40516.4,305.1,0.00753028403313226,249593.294
"3723","M","Ride",6.909,52903.4,765.8,0.0144754401418434,373167.5906
"3724","F","Run",2.143,1613.9,0,0,3458.5877
"3725","M","Ride",3.994,44371.7,1417.2,0.031939276610993,191392.5698
"3726","F","Run",2.637,7283.5,24,0.00329511910482598,19446.5895
"3727","M","Ride",5.784,7490,29.3,0.00391188251001335,43615.16
"3728","M","Ride",5.551,13226.9,5,0.000378017524892454,73472.5219
"3729","F","Run",3.375,4937.8,0,0,16665.075
"3730","M","Run",2.455,5697.1,0,0,13986.3805
"3731","F","Ride",5.958,1441.8,2,0.00138715494520738,8610.2444
"3732","M","Ride",5.99,60142.6,628.8,0.0104551515897218,366542.174
"3733","M","Ride",2.834,5445,206,0.0378328741965106,17491.13
"3734","F","Run",2.853,9766.7,76.3,0.00781226002641629,28627.3951
"3735","M","Ride",6.793,21410.7,178,0.00831360020924117,147222.8851
"3736","M","Ride",8.762,58107.5,110.3,0.00189820591145721,510240.915
"3737","F","Run",2.249,4429.7,0,0,9962.3953
"3738","M","Ride",8.513,44710.1,341,0.00762691204000886,384027.0813
"3739","M","Ride",5.838,81556.5,1330.3,0.0163113914893356,489429.847
"3740","F","Run",2.713,2742.9,57.4,0.0209267563527653,8015.4877
"3741","F","Ride",5.889,29461.2,119.9,0.00406975954815147,174696.0068
"3742","M","Ride",9.232,13866.7,203,0.0146393878860868,130047.3744
"3743","M","Ride",7.218,30930.2,81,0.00261879974911252,224064.1836
"3744","F","Ride",7.105,24568.3,161,0.00655315996629803,176167.7715
"3745","M","Ride",6.951,67654.3,596,0.00880949178396643,476225.0393
"3746","F","Ride",6.115,26356.4,264,0.0100165424716577,163809.386
"3747","F","Ride",6.511,10046.5,0,0,65412.7615
"3748","M","Ride",6.899,36863,117.7,0.00319290345332718,255494.837
"3749","M","Ride",5.09,1710.3,6,0.00350815646377828,8765.427
"3750","F","Ride",4.143,42356.4,1611.7,0.0380509202859544,191599.5652
"3751","M","Ride",6.526,48416.1,425.5,0.00878839890036579,320218.4686
"3752","M","Ride",6.01,22827.3,45.3,0.00198446596837997,137645.073
"3753","M","Ride",6.786,61008.5,392,0.00642533417474614,417923.681
"3754","F","Run",3.16,4977,45.9,0.00922242314647378,16186.32
"3755","M","Run",2.792,14101.4,546,0.0387195597600238,44831.1088
"3756","F","Ride",3.219,1635.2,0,0,5263.7088
"3757","F","Ride",2.289,2844.7,11.1,0.00390199318030021,6622.5183
"3758","F","Run",2.183,4149.7,0,0,9058.7951
"3759","M","Run",3.193,10081.5,0,0,32190.2295
"3760","M","Ride",5.466,92173.7,57.6,0.00062490710473812,504397.4442
"3761","M","Ride",2.486,32504.1,1390,0.0427638359468498,94705.1926
"3762","M","Ride",4.578,29562.7,299,0.0101140964796855,138328.0406
"3763","M","Ride",2.638,13365.4,85.1,0.0063671869154683,36108.9252
"3764","F","Run",1.876,3086.4,0,0,5790.0864
"3765","M","Ride",7.275,63207.2,530,0.0083851206824539,465132.38
"3766","F","Ride",6.289,7704.4,39.1,0.00507502206531333,48843.9716
"3767","F","Ride",4.645,13503.7,55,0.00407295778194125,63274.6865
"3768","M","Run",3.127,12029.1,11.1,0.000922762301419059,37725.9957
"3769","F","Run",2.572,3184.3,0,0,8190.0196
"3770","M","Ride",5.976,15740.8,183.2,0.0116385444195975,95899.0208
"3771","M","Run",3.064,13286.4,143,0.0107628853564547,42139.5296
"3772","F","Run",3.066,7610.3,0,0,23333.1798
"3773","M","Ride",5.83,54558.4,401.1,0.00735175518343646,322086.472
"3774","M","Ride",6.251,68519.3,314.3,0.00458702876415842,431457.1443
"3775","M","Ride",7.921,11113.3,60.9,0.00547992045567023,88637.4493
"3776","F","Run",1.091,61.1,0,0,66.6601
"3777","M","Ride",4.004,25104.6,691.6,0.0275487360882069,107434.8184
"3778","M","Ride",7.023,70027.6,436,0.00622611655975644,496163.8348
"3779","F","Ride",6.202,57979,322,0.00555373497300747,362805.758
"3780","M","Ride",3.549,29012.8,643,0.0221626316660233,109396.4272
"3781","M","Ride",7.273,45524.2,116.3,0.00255468520039891,332260.5066
"3782","M","Run",3.136,10003.3,25.6,0.00255915547869203,31626.3488
"3783","M","Run",3.035,9980.8,76.2,0.00763465854440526,31053.728
"3784","M","Ride",6.969,31905.8,457,0.0143234145515862,226921.5202
"3785","F","Run",2.895,7413.6,10.5,0.00141631595985756,21567.372
"3786","M","Run",2.852,6178.4,0,0,17620.7968
"3787","M","Run",3.1,12276.2,221,0.018002313419462,40266.22
"3788","F","Ride",1.032,303.5,0,0,313.212
"3789","M","Run",3.046,7622,64,0.00839674626082393,23856.612
"3790","M","Ride",3.525,26684.5,199.1,0.00746126028218629,96053.8625
"3791","M","Ride",9.221,54517.3,442.2,0.00811118672421415,507126.0233
"3792","F","Ride",3.911,16025.5,131.1,0.00818071199026551,63986.7305
"3793","F","Ride",6.049,7754.6,90.8,0.0117091790679081,47815.5754
"3794","F","Ride",5.643,9012.2,124.8,0.0138478950755642,52103.8446
"3795","F","Run",1.628,33258,1582.7,0.0475885501232786,69971.024
"3796","F","Ride",9.308,88552,0,0,824242.016
"3797","M","Ride",3.327,25867.3,506.2,0.0195691084883231,91122.5071
"3798","M","Ride",6.932,18571.7,156.3,0.00841603084262615,130302.0244
"3799","F","Ride",8.319,50329.5,243.9,0.00484606443537091,421130.1105
"3800","F","Run",2.527,5372.4,15.1,0.00281066190157099,13727.0548
"3801","M","Ride",4.944,13309.2,203.4,0.0152826616175277,67834.6848
"3802","M","Ride",3.257,10038.2,257,0.0256021995975374,35264.4174
"3803","F","Run",2.51,5007.4,26.5,0.00529216759196389,12833.574
"3804","M","Ride",7.011,34850.7,127.8,0.00366707124964491,245616.2577
"3805","M","Ride",7.244,32538.2,156,0.0047943647774001,237266.7208
"3806","F","Ride",3.319,11110.4,24.4,0.00219614055299539,37119.4176
"3807","F","Ride",7.655,21098.1,174.1,0.00825192789872074,163246.9555
"3808","M","Ride",3.575,1773.3,10.1,0.0056955957818756,6440.5475
"3809","M","Ride",4.532,5638.3,14.1,0.00250075377330046,25693.7756
"3810","F","Run",1.807,3228.7,25,0.00774305448013132,6084.2609
"3811","M","Run",3.952,26199.3,73,0.00278633398602253,104269.6336
"3812","M","Run",3.172,13551.1,105.3,0.0077705868896252,44037.0892
"3813","M","Ride",5.863,35819.9,511.8,0.0142881470914212,215130.0737
"3814","M","Run",3.029,8495.9,54,0.00635600701514848,26274.0811
"3815","M","Ride",3.32,3502.9,11.9,0.00339718518941449,11748.628
"3816","M","Ride",5.56,1884.9,29,0.0153854315878826,10770.044
"3817","M","Ride",5.22,25935.4,435,0.0167724422989428,139732.788
"3818","F","Ride",5.137,45547.4,971.4,0.0213272327289812,243690.9938
"3819","M","Ride",7.175,44104.7,139.9,0.00317199754221205,317850.2225
"3820","F","Run",2.144,5948.7,92.4,0.0155328054869131,13678.0128
"3821","F","Run",1.418,62.4,0,0,88.4832
"3822","M","Ride",6.114,50332.9,599,0.0119007647085703,313725.3506
"3823","F","Run",2.954,3958,0,0,11691.932
"3824","M","Ride",3.729,1502.8,52.1,0.0346686185786532,6124.9412
"3825","M","Ride",9.012,12445.5,79,0.00634767586677916,112948.846
"3826","M","Ride",6.767,106366,659,0.00619558881597503,726368.722
"3827","M","Run",3.414,18532.5,219.2,0.0118278699581816,65461.955
"3828","F","Ride",6.976,35798.8,388,0.0108383521235349,253612.4288
"3829","F","Ride",4.79,29257.3,697.3,0.0238333680824956,147115.467
"3830","F","Run",2.561,4709.4,13,0.00276043657366119,12190.7734
"3831","M","Run",2.34,5187.4,21.5,0.00414465821027875,12353.516
"3832","M","Ride",6.844,50031.7,230,0.00459708544782608,344716.9548
"3833","F","Run",1.64,6236.1,0,0,10227.204
"3834","M","Ride",3.927,27078.2,589.3,0.0217628941362424,112229.0914
"3835","M","Ride",7.42,124316,2111,0.0169809195920075,943534.72
"3836","F","Ride",3.965,6007.7,30.9,0.00514339930422624,24129.5305
"3837","M","Ride",3.16,17760.3,299.2,0.0168465622765381,59114.548
"3838","M","Ride",6.9,17152.3,44.6,0.0026002343709007,118796.87
"3839","M","Ride",8.129,115435,2478.9,0.0214744228353619,963160.115
"3840","M","Run",2.251,5604.4,10.4,0.00185568481907073,12719.5044
"3841","M","Run",1.662,3665.6,0,0,6092.2272
"3842","M","Ride",7.573,36908.5,450,0.0121923134237371,284008.0705
"3843","F","Run",3.103,16477.4,84.7,0.00514037408814497,51976.3722
"3844","F","Run",1.474,1960.1,14.4,0.00734656395081884,3033.1874
"3845","F","Ride",0.859,574,134,0.233449477351916,1833.066
"3846","M","Run",4.259,8014.6,70.1,0.00874653756893669,34835.1814
"3847","F","Ride",5.435,32733.3,266.4,0.00813850115936982,180569.4855
"3848","F","Ride",4.938,1254.3,0,0,6193.7334
"3849","M","Ride",8.764,42840.1,303,0.00707281262181928,378480.6364
"3850","M","Ride",6.104,35113.5,624,0.0177709427997779,220572.804
"3851","M","Ride",4.495,36317.3,324.4,0.00893238208787547,166490.2635
"3852","F","Run",3.073,8514.8,0,0,26165.9804
"3853","M","Ride",8.295,92284.7,166,0.00179878137979535,767161.5865
"3854","F","Ride",9.474,16106,0,0,152588.244
"3855","M","Ride",7.742,47873.5,521.5,0.0108932916958234,375851.637
"3856","F","Run",1.651,9081.1,386.7,0.0425829469998128,18859.8961
"3857","M","Ride",6.888,116004,1542.2,0.0132943691596841,814457.552
"3858","M","Ride",7.888,19601.7,119,0.00607090201360086,155808.2096
"3859","F","Run",2.458,7174.6,42.3,0.00589579906893764,18058.1668
"3860","M","Ride",7.262,52433.6,353,0.00673232431112874,384302.8032
"3861","M","Ride",7.465,55009.5,941,0.017106136212836,420055.9175
"3862","M","Ride",7.169,40255.7,42.9,0.00106568759206771,289022.1133
"3863","F","Ride",7.653,32572.3,158.2,0.00485688760081419,250857.8119
"3864","F","Ride",3.759,5356.7,127.5,0.023801967629324,21410.8353
"3865","M","Run",2.766,11559.4,282.4,0.0244303337543471,34797.3004
"3866","M","Run",3.362,8062.9,57.9,0.00718103908023168,27686.4698
"3867","M","Ride",6.64,21195.1,101,0.00476525234606112,141745.464
"3868","F","Run",2.714,5604.2,76.1,0.0135791013882445,15970.7988
"3869","M","Ride",6.604,18212.6,64.6,0.00354699493757069,120922.0104
"3870","M","Ride",7.975,57874.5,378,0.00653137392115699,465329.1375
"3871","M","Ride",4.106,14884.2,461.4,0.0309993147095578,65728.5252
"3872","M","Run",2.721,25243.9,433,0.0171526586620926,73018.6519
"3873","M","Ride",8.084,40749.3,0,0,329417.3412
"3874","F","Run",1.554,3481.9,0,0,5410.8726
"3875","M","Ride",8.159,45708.3,229.4,0.00501878214678734,375228.0197
"3876","M","Run",2.808,14628.7,409.7,0.028006589785832,45174.3896
"3877","F","Run",2.231,223.1,0,0,497.7361
"3878","M","Ride",7.136,25690,0,0,183323.84
"3879","M","Ride",7.539,42345.2,1127.8,0.026633479119239,330518.4628
"3880","M","Ride",5.557,20787.7,358.8,0.0172602067568803,119105.2489
"3881","M","Ride",7.745,41862,0,0,324221.19
"3882","F","Ride",6.194,35479.4,0,0,219759.4036
"3883","F","Ride",3.052,12562.1,278.5,0.0221698601348501,41124.5292
"3884","M","Ride",1.892,3998.7,0,0,7565.5404
"3885","F","Run",2.857,4973.6,11.4,0.00229210230014476,14323.5752
"3886","M","Ride",4.691,5774.3,22.2,0.00384462185892662,27309.2413
"3887","M","Ride",8.142,8386,10.2,0.00121631290245647,68380.812
"3888","F","Run",3.258,5761,52.8,0.00916507550772435,19297.338
"3889","F","Run",2.881,4768.7,101.8,0.0213475370646088,14756.6247
"3890","F","Ride",5.619,10991.7,55.4,0.00504016667121555,62316.3623
"3891","F","Ride",5.103,38672.9,33.5,0.000866239666536515,197682.8087
"3892","M","Ride",6.107,29865.5,558,0.0186837655488775,187968.6085
"3893","M","Ride",6.652,46835.7,461,0.00984291896993106,316161.0764
"3894","M","Ride",6.291,112668,1833,0.0162690382362339,727124.388
"3895","M","Ride",9.276,65245,104,0.00159399187677217,606252.62
"3896","M","Ride",4.34,11236.1,235,0.0209147301999804,51114.674
"3897","M","Ride",7.75,40408.2,49,0.00121262516023975,313653.55
"3898","M","Ride",5.314,2784.4,0,0,14796.3016
"3899","M","Ride",10.066,83052.5,430.8,0.00518708046115409,840314.465
"3900","F","Run",2.273,6256.5,33.5,0.00535443139135299,14556.0245
"3901","M","Ride",8.375,38440.1,272,0.00707594413125876,324655.8375
"3902","F","Ride",4.231,69034.4,1799.2,0.0260623689059368,310076.5464
"3903","F","Run",2.626,8079,49.9,0.00617650699343978,21714.454
"3904","M","Ride",8.602,33574.5,138.6,0.00412813295804852,290193.849
"3905","F","Run",2.78,3998.1,15.2,0.00380180585778245,11266.718
"3906","F","Run",0.003,6092.1,43.9,0.00720605374173109,457.2763
"3907","F","Run",2.643,3720.9,12.6,0.0033862775135048,9960.3387
"3908","M","Ride",4.632,7470.8,142.9,0.0191278042512181,36033.7456
"3909","F","Ride",4.712,11917.6,23,0.0019299187755924,56385.7312
"3910","F","Ride",4.728,13674.4,14.5,0.00106037559234774,64797.5632
"3911","M","Run",4.245,9847.6,0,0,41803.062
"3912","F","Run",3.577,9713.9,101.9,0.0104901224019189,35765.6203
"3913","F","Ride",5.968,9011.7,43,0.00477157473062796,54211.8256
"3914","M","Ride",6.687,2179.8,15.8,0.00724837141022112,14734.3226
"3915","M","Ride",5.941,39149.7,585,0.0149426432386455,238438.3677
"3916","M","Ride",6.651,22241.9,176,0.00791299304465895,149690.8769
"3917","M","Ride",7.868,39207,119.6,0.0030504756803632,309676.676
"3918","F","Ride",5.424,8944.2,33.4,0.00373426354509067,48847.3408
"3919","F","Ride",5.916,28296,100.3,0.0035446706248233,168402.136
"3920","M","Ride",5.87,92971.1,1450,0.0155962444243426,560240.357
"3921","F","Run",2.783,8273.4,25.9,0.00313051466144511,23283.8722
"3922","M","Ride",7.145,91294.3,1859.3,0.0203660031349164,670890.7735
"3923","M","Ride",4.022,2955.9,14.8,0.00500693528197842,12036.6298
"3924","M","Ride",3.968,19253.8,295.6,0.0153528134705876,79355.0784
"3925","F","Ride",6.245,7712.3,46.1,0.00597746456958365,48624.3135
"3926","F","Run",2.057,4385.6,35.5,0.00809467347683327,9376.1792
"3927","M","Ride",5.91,38139.4,938.8,0.0246149651017058,234791.854
"3928","M","Ride",7.688,25209.4,24.6,0.000975826477425087,194055.8672
"3929","F","Ride",4.558,19605,466.2,0.0237796480489671,94021.59
"3930","F","Ride",7.091,38357.3,643.6,0.0167790746481113,278427.6143
"3931","M","Run",2.472,5698.5,30,0.00526454330086865,14386.692
"3932","M","Run",3.267,5197.5,18.8,0.00361712361712362,17168.2325
"3933","M","Ride",8.277,17688.5,122,0.00689713655765045,147627.7145
"3934","M","Run",2.675,7666.8,19.9,0.00259560703292117,20707.69
"3935","F","Run",2.602,3967.3,0,0,10322.9146
"3936","M","Run",3.414,14566.2,111,0.00762038143098406,50839.0068
"3937","M","Ride",5.831,44832.8,661.1,0.0147459003229778,268031.0568
"3938","M","Ride",6.548,17895.1,109.9,0.00614134595503797,118276.1148
"3939","F","Ride",5.34,8095.7,90.8,0.0112158306261349,44139.038
"3940","M","Run",2.574,2628.1,85,0.0323427571249191,7614.7294
"3941","M","Run",2.051,12613.2,17.5,0.00138743538515206,26044.6732
"3942","M","Ride",3.905,1132.5,0,0,4422.4125
"3943","F","Ride",6.806,118651,1564,0.0131815155371636,823178.706
"3944","F","Run",3.09,6442.8,0,0,19908.252
"3945","F","Ride",3.649,75550.6,1094,0.0144803615060635,286624.1394
"3946","F","Ride",4.719,42899.6,935,0.0217950750123544,211793.2124
"3947","M","Ride",6.841,23771.4,144.4,0.00607452653188285,164064.1474
"3948","F","Ride",6.641,92139.1,27.2,0.000295205835524766,612167.7631
"3949","F","Run",2.866,8260.1,103.5,0.0125301146475224,24708.4466
"3950","F","Ride",0.859,574,134,0.233449477351916,1833.066
"3951","M","Ride",5.904,21819.7,12.1,0.000554544746261406,128944.5088
"3952","M","Ride",6.699,34726.1,54,0.00155502633465895,233170.1439
"3953","F","Run",1.455,7291.1,58.4,0.00800976533033424,11192.5505
"3954","M","Ride",7.855,185275,2755,0.0148697881527459,1482885.125
"3955","M","Ride",7.091,50686.8,558,0.0110087833518786,365000.0988
"3956","M","Ride",3.338,6956.6,38.3,0.00550556306241555,23604.1308
"3957","M","Ride",7.448,18553.3,338,0.0182177833592946,141564.9784
"3958","F","Run",2.906,21444.6,150.6,0.00702274698525503,63824.0076
"3959","F","Ride",5.575,14345.6,135.6,0.00945237564131162,81332.72
"3960","F","Ride",6.06,49834.4,0,0,301996.464
"3961","M","Ride",6.895,7529.4,36.8,0.00488750763673068,52283.213
"3962","M","Run",2.502,3659.9,0,0,9157.0698
"3963","M","Ride",5.079,14108.1,95,0.00673372034505001,72605.0399
"3964","M","Ride",6.052,6880.9,15,0.00217994739060297,41793.2068
"3965","M","Run",2.659,3815,0,0,10144.085
"3966","F","Ride",5.171,22765.9,494,0.02169912017535,122662.4689
"3967","F","Ride",7.408,8112.1,19,0.00234218019994823,60284.4368
"3968","M","Ride",6.145,32109,233.8,0.00728144756921735,199647.805
"3969","F","Run",2.644,502.3,0,0,1328.0812
"3970","M","Ride",7.06,42655.4,417,0.00977601898001191,305317.124
"3971","F","Run",2.301,2428,25.5,0.010502471169687,5841.828
"3972","F","Ride",7.67,67148.8,895.7,0.0133390321197103,523988.296
"3973","F","Run",1.929,11320.9,152.7,0.0134883268998048,23365.0161
"3974","M","Ride",7.182,20282.8,245.8,0.0121186423965133,148129.0696
"3975","M","Ride",3.52,2178.9,13.3,0.00610399742989582,7802.728
"3976","F","Ride",4.498,8343.6,75,0.00898892564360708,38279.5128
"3977","M","Ride",2.979,12971.7,289.9,0.0223486512947416,41541.6943
"3978","M","Ride",7.279,43077.3,93.2,0.00216355249748708,314491.6667
"3979","M","Ride",5.596,41871.8,629.1,0.0150244317177671,240605.5928
"3980","F","Run",2.025,2433.6,21,0.00862919132149901,5138.04
"3981","M","Ride",4.464,16033.3,139,0.00866945669325716,72962.6512
"3982","M","Ride",3.162,39527.8,831,0.0210231786236522,133296.9036
"3983","M","Ride",5.508,20907.2,74.7,0.00357293181296395,115903.8576
"3984","F","Ride",3.829,22993,178.9,0.00778062888705258,89829.197
"3985","F","Ride",4.596,4715.6,13.3,0.0028204258206803,21805.8976
"3986","M","Ride",8.319,75091.6,618.8,0.00824060214458075,630875.0204
"3987","F","Run",3.33,1775.1,0,0,5911.083
"3988","F","Ride",3.316,19898.8,580,0.0291474862805797,71784.4208
"3989","M","Ride",6.13,20100.5,172,0.00855700106962513,124936.065
"3990","F","Run",2.327,3002.4,47.4,0.0157873701039169,7460.5848
"3991","F","Run",2.604,11053.8,41,0.00370913170131539,29194.0952
"3992","M","Ride",7.38,129645,2546,0.0196382428940568,982240.1
"3993","F","Ride",6.924,63048.4,948,0.0150360675290729,446027.1216
"3994","F","Run",2.653,7098.4,34,0.00478981178857207,19172.0552
"3995","F","Ride",6.394,16951.4,57.1,0.00336845334308671,108958.2516
"3996","F","Ride",5.913,33208.5,308.3,0.00928376771007423,199444.8605
"3997","M","Ride",7.88,36454.1,552.2,0.0151478160206945,292780.308
"3998","M","Run",2.915,11623.2,130,0.0111845274967307,35181.628
"3999","M","Ride",7.997,29828.1,284,0.00952122327603837,241375.3157
